,Ticker,Turnover
0,ABT,943000.0
1,AFG,180000.0
2,AFK,0.0
3,AGA,1089368.0
4,AGR,158340.0
5,AKER,4066400.0
6,AKPS,435500.0
7,AKSO,33730890.0
8,AKVA,9765.0
9,ALGETA,28432100.0
10,ALNG,0.0
11,AMSC,3517800.0
12,APP,34300.0
13,ARCHER,9741264.0
14,ASC,1315765.0
15,ASETEK,0.0
16,ATEA,1779400.0
17,AURG,0.0
18,AUSS,6805820.0
19,AVM,14398800.0
20,AWDR,4720000.0
21,BAKKA,9923500.0
22,BEL,36966.0
23,BERGEN,208385.0
24,BIONOR,678981.0
25,BIOTEC,934490.0
26,BIRD,54239.99999999999
27,BLO,229500.0
28,BMA,12000.0
29,BON,860400.0
30,BOR,20850.0
31,BOUVET,17200.0
32,BRG,2712200.0
33,BRIDGE,0.0
34,BWG,645540.0
35,BWO,4291959.0
36,CECON,3840.0
37,CELL,1170.0
38,CEQ,12728100.0
39,COMROD,0.0
40,COP,0.0
41,COV,1600.0
42,CRUDE,0.0
43,CSOL,0.0
44,DAT,430000.0
45,DESSC,2467605.0
46,DETNOR,0.0
47,DIAG,71380.0
48,DMABB,0.0
49,DNB,93679200.0
50,DNO,191041200.0
51,DOF,1008900.0
52,DOLP,5330020.0
53,DOM,790.0
54,EAM,0.0
55,ECHEM,75600.0
56,EIOF,68670.0
57,EKO,4788000.0
58,ELT,566835.0
59,EMGS,2506196.0
60,EMS,42946.0
61,EOC,264480.0
62,EQO,0.0
63,FAR,162000.0
64,FLNG,777480.0
65,FOE,44413600.0
66,FOP,0.0
67,FRO,0.0
68,FUNCOM,10270512.0
69,GJF,0.0
70,GOD,0.0
71,GOGL,51195200.0
72,GRO,70500.0
73,GSF,2907200.0
74,GYL,0.0
75,HAVI,66000.0
76,HBC,28800.0
77,HELG,89460.0
78,HEX,8333000.0
79,HFISK,0.0
80,HLNG,1396500.0
81,HNA,44100.0
82,HNB,28740.0
83,HRG,13622428.0
84,HSPG,0.0
85,IDEX,4723433.0
86,IGE,0.0
87,IMSK,258750.0
88,INFRA,12780.0
89,IOX,1478652.0
90,ISSG,0.0
91,ITE,28000.0
92,ITX,376922.0
93,JIN,2967250.0
94,KIT,41548.0
95,KLEG,7450.0
96,KOA,20744580.0
97,KOG,1183600.0
98,KVAER,8772500.0
99,LSG,5086100.0
100,MCG,0.0
101,MEDI,66000.0
102,MELG,163800.0
103,MHG,198940000.0
104,MING,3559250.0
105,MORG,420000.0
106,MORPOL,0.0
107,NAM,0.0
108,NAS,132718040.0
109,NATTO,0.0
110,NAUR,1387932.0
111,NAVA,166750.0
112,NEC,0.0
113,NETCO,0.0
114,NHY,114349100.0
115,NIO,0.0
116,NOCC,8121740.000000001
117,NOD,16960140.0
118,NOF,432180.00000000006
119,NOFIN,38500.0
120,NOM,480929.99999999994
121,NONG,4169120.0000000005
122,NOR,3808296.0
123,NORD,0.0
124,NORTH,207690.0
125,NPRO,1140615.0
126,NRS,122500.0
127,NSG,3264864.0
128,NTSG,0.0
129,OCY,1889160.0
130,ODF,1484520.0
131,ODL,5088390.0
132,OLT,0.0
133,OPERA,25126200.0
134,ORK,36993866.0
135,OTS,1412523.0
136,PCIB,0.0
137,PDR,437623.0
138,PEN,2468318.0
139,PGS,0.0
140,PHO,230400.0
141,PLCS,4184400.0
142,PLUG,0.0
143,POL,75520.0
144,PROS,236880.0
145,PROTCT,479460.0
146,PRS,17001198.0
147,PSI,189540.0
148,QEC,1737099.0
149,QFR,782040.0
150,RCL,20205180.0
151,REC,0.0
152,REM,0.0
153,REPANT,0.0
154,RGT,98805.0
155,RING,146300.0
156,RISH,8140.000000000001
157,ROM,0.0
158,SADG,359100.0
159,SAGA,4300.0
160,SALM,8892000.0
161,SASNOK,0.0
162,SBO,436499.99999999994
163,SBVG,47500.0
164,SBX,817600.0
165,SCH,71815380.0
166,SCI,43120.0
167,SDRL,0.0
168,SDSD,32199.999999999996
169,SER,63000.0
170,SEVAN,707380.0
171,SEVDR,1264445.0
172,SIOFF,121520.00000000001
173,SKI,0.0
174,SKUE,0.0
175,SNI,2726850.0
176,SOAG,0.0
177,SOFF,152750.0
178,SOLV,243000.0
179,SONG,13603425.0
180,SPOG,518650.0
181,SPU,437919.99999999994
182,SRBANK,2459800.0
183,SSC,0.0
184,SSI,0.0
185,STB,0.0
186,STL,208956000.00000003
187,STORM,0.0
188,STRANS,0.0
189,SUBC,85084580.0
190,SVEG,623700.0
191,TEL,255013439.99999997
192,TELIO,269120.0
193,TGS,38520600.0
194,THIN,987152.0
195,TIDE,0.0
196,TOM,1570800.0
197,TOTG,222300.0
198,TSU,66633.0
199,TTS,124772.99999999999
200,VEI,3466225.0
201,VIZ,46000.0
202,VPOS,18050.0
203,VVL,0.0
204,WILS,0.0
205,WRL,1101762.0
206,WWASA,3163500.0
207,WWI,951750.0
208,WWIB,161600.0
209,YAR,328804320.0
210,ZONC,0.0
